source_kind,run_id,graph_id,family,pair,direct,options,leader,contract_type,scenario,levels,duplicate_vector,num_levels,sum_options,max_options_per_level,pattern,has_multi_level,has_multi_option,disable_steps_worst,deploy_gas,gas_used,best_claim_gas,worst_claim_gas,refund_gas,best_disable_gas,worst_disable_gas,refund_disable_gas,ok,notes,error,source_path,row_index,num_hash_checks_est,estimated_claim_calldata_bytes,estimated_worst_path_calldata_bytes,estimated_refund_path_calldata_bytes,deploy_sstore_cold_est,claim_sstore_cold_est,worst_sstore_cold_est,refund_sstore_cold_est,claim_sstore_warm_est,worst_sstore_warm_est,refund_sstore_warm_est,claim_nested_calls_est,worst_nested_calls_est,refund_nested_calls_est
atg_analysis,atg-bench-2026-04-09T04-42-38-091Z,atg-bench-2026-04-09T04-42-38-091Z,atg,D->B|evm|fund:db,,,,CTLCMultipleEdges,pair_summary,2.0,1|4,2.0,5.0,4.0,multi-level+multi-option,True,True,1.0,1585286,,71641.0,128885.0,112464.0,,52925.0,52925.0,True,pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-38-091Z/analysis.csv,5,3.0,420.0,456.0,40.0,10.0,1,2.0,2.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-06-56-335Z,atg-bench-2026-04-10T12-06-56-335Z,atg,B->A|evm|fund:ba,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-06-56-335Z/analysis.csv,0,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-06-56-335Z,atg-bench-2026-04-10T12-06-56-335Z,atg,C->B|evm|fund:cb,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1123887,,68747.0,68747.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-06-56-335Z/analysis.csv,1,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-06-56-335Z,atg-bench-2026-04-10T12-06-56-335Z,atg,D->B|evm|fund:db,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1123887,,68747.0,68747.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-06-56-335Z/analysis.csv,2,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,A->C|evm|fund:ac,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,0,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,B->A|evm|fund:ba,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1123887,,68747.0,68747.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,1,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,D->B|evm|fund:db,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1146799,,72874.0,72874.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,2,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T13-48-21-017Z,atg-bench-2026-04-10T13-48-21-017Z,atg,D->B|evm|fund:db,,,,CTLCMultipleEdges,pair_summary,2.0,1|2,2.0,3.0,2.0,multi-level+multi-option,True,True,1.0,1400964,,71629.0,128885.0,112464.0,,52925.0,52925.0,True,pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T13-48-21-017Z/analysis.csv,3,3.0,420.0,456.0,40.0,8.0,1,2.0,2.0,0,0,0,1,1,1
atg_analysis,atg-bench-2026-04-10T13-49-29-084Z,atg-bench-2026-04-10T13-49-29-084Z,atg,D->B|evm|fund:db,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T13-49-29-084Z/analysis.csv,1,2.0,292.0,292.0,4.0,4.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T06-36-07-515Z,,contract-level,,,,,Swap,refund_best,,,,,,,,,,2027030,41309.0,,,41309.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T06-36-07-515Z/summary.json,1,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T06-36-07-515Z,,contract-level,,,,,SwapImproved,refund,,,,,,,,,,1301614,44117.0,,,44117.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T06-36-07-515Z/summary.json,5,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,Swap,claim,,,,,,,,,,2026970,422427.0,39313.0,,,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,0,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,Swap,refund_best,,,,,,,,,,2026970,41309.0,,,41309.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,1,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,Swap,refund_worst,,,,,,,,,,2026970,344541.0,,,43517.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,2,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,SwapImproved,claim_best,,,,,,,,,,1301590,68417.0,68417.0,,,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,3,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,SwapImproved,claim_worst,,,,,,,,,,1301590,92801.0,,92801.0,,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,4,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_compare,compare-bench-2026-04-02T10-58-49-078Z,,contract-level,,,,,SwapImproved,refund,,,,,,,,,,1301590,44117.0,,,44117.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/compare-bench-2026-04-02T10-58-49-078Z/summary.json,5,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCMultipleEdges,best_claim,,,,,,,,,,1308809,71401.0,71401.0,,,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,3,1.0,228.0,228.0,4.0,3.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCMultipleEdges,refund,,,,,,,,,,1308809,,,,112464.0,,,52925.0,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,5,1.0,228.0,228.0,4.0,3.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCMultipleEdges,worst_claim,,,,,,,,,,1308797,,,128525.0,,,52925.0,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,4,1.0,228.0,228.0,4.0,3.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCOnly,best_claim,,,,,,,,,,1239070,68507.0,68507.0,,,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,0,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCOnly,refund,,,,,,,,,,1239058,,,,112508.0,,,52947.0,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,2,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
contract_bench_ctlc,ctlc-bench-2026-04-09T08-13-22-129Z,,contract-level,,,,,CTLCOnly,worst_claim,,,,,,,,,,1239070,,,125473.0,,,52947.0,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/ctlc-bench-2026-04-09T08-13-22-129Z/summary.json,1,1.0,196.0,196.0,4.0,2.0,1,1.0,1.0,0,0,0,1,1,1
