source_kind,run_id,graph_id,family,pair,direct,options,leader,contract_type,scenario,levels,duplicate_vector,num_levels,sum_options,max_options_per_level,pattern,has_multi_level,has_multi_option,disable_steps_worst,deploy_gas,gas_used,best_claim_gas,worst_claim_gas,refund_gas,best_disable_gas,worst_disable_gas,refund_disable_gas,ok,notes,error,source_path,row_index
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,A->C|evm|fund:ac,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,0.0
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,B->A|evm|fund:ba,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1123887,,68747.0,68747.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,1.0
atg_analysis,atg-bench-2026-04-10T12-08-24-656Z,atg-bench-2026-04-10T12-08-24-656Z,atg,D->B|evm|fund:db,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1146799,,72874.0,72874.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T12-08-24-656Z/analysis.csv,2.0
atg_analysis,atg-bench-2026-04-10T13-48-21-017Z,atg-bench-2026-04-10T13-48-21-017Z,atg,D->B|evm|fund:db,,,,CTLCMultipleEdges,pair_summary,2.0,1|2,2.0,3.0,2.0,multi-level+multi-option,True,True,1.0,1400964,,71629.0,128885.0,112464.0,,52925.0,52925.0,True,pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T13-48-21-017Z/analysis.csv,3.0
atg_analysis,atg-bench-2026-04-10T13-49-29-084Z,atg-bench-2026-04-10T13-49-29-084Z,atg,D->B|evm|fund:db,,,,CTLCOnly,pair_summary,1.0,1,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,0.0,0.0,True,best_claim and worst_claim are expected to match; pair compiles to CTLCOnly,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-10T13-49-29-084Z/analysis.csv,1.0
random_analysis,,random_v1_1,random_v1,B->C|evm|fund:bc,,,,CTLCMultipleEdges,pair_summary,,,3.0,6.0,2.0,multi-level+multi-option,True,True,2.0,1930096,,71641.0,177680.0,148301.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,C->A|evm|fund:ca,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1193638,,67334.0,67334.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,C->D|evm|fund:cd,,,,CTLCMultipleEdges,pair_summary,,,2.0,4.0,2.0,multi-level+multi-option,True,True,1.0,1653503,,80267.0,137535.0,112464.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,D->B|evm|fund:db,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1285274,,75948.0,75948.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,D->E|evm|fund:de,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1331110,,80255.0,80255.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,D->F|evm|fund:df,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1285286,,75948.0,75948.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,E->D|evm|fund:ed,,,,CTLCMultipleEdges,pair_summary,,,1.0,4.0,4.0,single-level+multi-option,False,True,0.0,1561244,,80267.0,80267.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,E->F|evm|fund:ef,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1285286,,75948.0,75948.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,F->G|evm|fund:fg,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1239462,,71641.0,71641.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_1,random_v1,G->A|evm|fund:ga,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1193626,,67334.0,67334.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_1/analysis.csv,
random_analysis,,random_v1_10,random_v1,B->C|evm|fund:bc,,,,CTLCMultipleEdges,pair_summary,,,2.0,4.0,2.0,multi-level+multi-option,True,True,1.0,1561843,,75948.0,133204.0,112464.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_10,random_v1,B->D|evm|fund:bd,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239070,,68723.0,125833.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_10,random_v1,C->D|evm|fund:cd,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239082,,68747.0,125833.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_10,random_v1,D->A|evm|fund:da,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_10,random_v1,D->E|evm|fund:de,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68747.0,68747.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_10,random_v1,E->A|evm|fund:ea,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_10/analysis.csv,
random_analysis,,random_v1_100,random_v1,B->C|evm|fund:bc,,,,CTLCMultipleEdges,pair_summary,,,1.0,4.0,4.0,single-level+multi-option,False,True,0.0,1469572,,75948.0,75948.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_100/analysis.csv,
random_analysis,,random_v1_100,random_v1,C->D|evm|fund:cd,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1239450,,71641.0,71641.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_100/analysis.csv,
random_analysis,,random_v1_100,random_v1,D->A|evm|fund:da,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1193638,,67334.0,67334.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_100/analysis.csv,
random_analysis,,random_v1_101,random_v1,B->C|evm|fund:bc,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1146787,,72874.0,72874.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_101/analysis.csv,
random_analysis,,random_v1_101,random_v1,C->D|evm|fund:cd,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68747.0,68747.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_101/analysis.csv,
random_analysis,,random_v1_101,random_v1,D->A|evm|fund:da,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_101/analysis.csv,
random_analysis,,random_v1_102,random_v1,B->C|evm|fund:bc,,,,CTLCMultipleEdges,pair_summary,,,1.0,4.0,4.0,single-level+multi-option,False,True,0.0,1561244,,80267.0,80267.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_102/analysis.csv,
random_analysis,,random_v1_102,random_v1,C->D|evm|fund:cd,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1285286,,75948.0,75948.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_102/analysis.csv,
random_analysis,,random_v1_102,random_v1,D->E|evm|fund:de,,,,CTLCMultipleEdges,pair_summary,,,1.0,2.0,2.0,single-level+multi-option,False,True,0.0,1239462,,71641.0,71641.0,59539.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_102/analysis.csv,
random_analysis,,random_v1_102,random_v1,E->A|evm|fund:ea,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_102/analysis.csv,
random_analysis,,random_v1_103,random_v1,B->A|evm|fund:ba,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100963,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,B->C|evm|fund:bc,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1330718,,77013.0,134111.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,B->D|evm|fund:bd,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1284894,,72850.0,129972.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,B->E|evm|fund:be,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239046,,68747.0,125833.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,C->D|evm|fund:cd,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1284894,,72874.0,129972.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,D->E|evm|fund:de,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239070,,68747.0,125821.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,E->A|evm|fund:ea,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,E->F|evm|fund:ef,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68735.0,68735.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_103,random_v1,F->A|evm|fund:fa,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_103/analysis.csv,
random_analysis,,random_v1_104,random_v1,B->C|evm|fund:bc,,,,CTLCMultipleEdges,pair_summary,,,3.0,8.0,4.0,multi-level+multi-option,True,True,2.0,2297746,,80267.0,177668.0,148301.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,C->D|evm|fund:cd,,,,CTLCMultipleEdges,pair_summary,,,3.0,4.0,2.0,multi-level+multi-option,True,True,2.0,1654102,,75948.0,173372.0,148301.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,D->E|evm|fund:de,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1284906,,72862.0,129972.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,D->F|evm|fund:df,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239070,,68747.0,125833.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,E->F|evm|fund:ef,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1239082,,68747.0,125821.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,F->A|evm|fund:fa,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100987,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,F->G|evm|fund:fg,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68747.0,68747.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,G->A|evm|fund:ga,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_104,random_v1,G->F|evm|fund:gf,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68747.0,68747.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_104/analysis.csv,
random_analysis,,random_v1_105,random_v1,B->C|evm|fund:bc,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1353618,,77013.0,138251.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,C->D|evm|fund:cd,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1307818,,72874.0,134123.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,D->E|evm|fund:de,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1169723,,77001.0,77001.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,D->G|evm|fund:dg,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68735.0,68735.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,E->F|evm|fund:ef,,,,CTLCOnly,pair_summary,,,2.0,2.0,1.0,multi-level,True,False,1.0,1284906,,72850.0,129960.0,112508.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,F->D|evm|fund:fd,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1146811,,72874.0,72874.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,F->G|evm|fund:fg,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1123899,,68747.0,68747.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_105,random_v1,G->A|evm|fund:ga,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_105/analysis.csv,
random_analysis,,random_v1_106,random_v1,B->A|evm|fund:ba,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1100975,,64620.0,64620.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_106/analysis.csv,
random_analysis,,random_v1_106,random_v1,B->C|evm|fund:bc,,,,CTLCOnly,pair_summary,,,1.0,1.0,1.0,single-level,False,False,0.0,1146799,,72874.0,72874.0,59561.0,,,,True,,,/home/aothuatgiadp/blockchain/project/CTLC-Implementation/paper2/data/raw/random_runs/random_v1_106/analysis.csv,
