source_kind,run_id,graph_id,family,pair,direct,options,leader,contract_type,scenario,levels,duplicate_vector,num_levels,sum_options,max_options_per_level,pattern,has_multi_level,has_multi_option,disable_steps_worst,deploy_gas,gas_used,best_claim_gas,worst_claim_gas,refund_gas,best_disable_gas,worst_disable_gas,refund_disable_gas,ok,notes,error,source_path,row_index
"atg_analysis","atg-bench-2026-04-09T04-40-10-247Z","atg-bench-2026-04-09T04-40-10-247Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-10-247Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-40-10-247Z","atg-bench-2026-04-09T04-40-10-247Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-10-247Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-40-10-247Z","atg-bench-2026-04-09T04-40-10-247Z","atg","D->B|evm|fund:db","","","","CTLCMultipleEdges","pair_summary","1","2","1","2","2","single-level+multi-option","false","true","0","1285274","","75948","75948","59539","","0","0","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-10-247Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-40-10-247Z","atg-bench-2026-04-09T04-40-10-247Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-10-247Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-40-10-247Z","atg-bench-2026-04-09T04-40-10-247Z","atg","X2->A|evm|fund:x2a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-10-247Z/analysis.csv","4"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","B->X3|evm|fund:bx3","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","D->B|evm|fund:db","","","","CTLCMultipleEdges","pair_summary","1","3","1","3","3","single-level+multi-option","false","true","0","1377441","","75948","75948","59539","","0","0","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","4"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","X2->A|evm|fund:x2a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","5"
"atg_analysis","atg-bench-2026-04-09T04-40-30-184Z","atg-bench-2026-04-09T04-40-30-184Z","atg","X3->A|evm|fund:x3a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-30-184Z/analysis.csv","6"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","B->X3|evm|fund:bx3","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","B->X4|evm|fund:bx4","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","D->B|evm|fund:db","","","","CTLCMultipleEdges","pair_summary","1","4","1","4","4","single-level+multi-option","false","true","0","1469596","","75948","75948","59539","","0","0","true","best_claim and worst_claim are expected to match; pair compiles to CTLCMultipleEdges","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","4"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","5"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","X2->A|evm|fund:x2a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","6"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","X3->A|evm|fund:x3a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","7"
"atg_analysis","atg-bench-2026-04-09T04-40-51-974Z","atg-bench-2026-04-09T04-40-51-974Z","atg","X4->A|evm|fund:x4a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-40-51-974Z/analysis.csv","8"
"atg_analysis","atg-bench-2026-04-09T04-41-11-605Z","atg-bench-2026-04-09T04-41-11-605Z","atg","B->A|evm|fund:ba_direct","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-11-605Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-41-11-605Z","atg-bench-2026-04-09T04-41-11-605Z","atg","D->B|evm|fund:db","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","1123887","","68747","68747","59561","","0","0","true","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-11-605Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-41-33-047Z","atg-bench-2026-04-09T04-41-33-047Z","atg","B->A|evm|fund:ba_direct","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-33-047Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-41-33-047Z","atg-bench-2026-04-09T04-41-33-047Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-33-047Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-41-33-047Z","atg-bench-2026-04-09T04-41-33-047Z","atg","D->B|evm|fund:db","","","","CTLCOnly","pair_summary","2","1|1","2","2","1","multi-level","true","false","1","1239070","","68747","125833","112508","","52947","52947","true","pair compiles to CTLCOnly; expect 1 disable step(s) before last claim/refund","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-33-047Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-41-33-047Z","atg-bench-2026-04-09T04-41-33-047Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-33-047Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","B->A|evm|fund:ba_direct","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","D->B|evm|fund:db","","","","CTLCMultipleEdges","pair_summary","2","1|2","2","3","2","multi-level+multi-option","true","true","1","1400964","","71629","128885","112464","","52925","52925","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","4"
"atg_analysis","atg-bench-2026-04-09T04-41-54-734Z","atg-bench-2026-04-09T04-41-54-734Z","atg","X2->A|evm|fund:x2a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-41-54-734Z/analysis.csv","5"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","B->A|evm|fund:ba_direct","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","B->X3|evm|fund:bx3","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","3"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","D->B|evm|fund:db","","","","CTLCMultipleEdges","pair_summary","2","1|3","2","4","3","multi-level+multi-option","true","true","1","1493131","","71641","128885","112464","","52925","52925","true","pair compiles to CTLCMultipleEdges; expect 1 disable step(s) before last claim/refund","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","4"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","X1->A|evm|fund:x1a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","5"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","X2->A|evm|fund:x2a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","6"
"atg_analysis","atg-bench-2026-04-09T04-42-16-219Z","atg-bench-2026-04-09T04-42-16-219Z","atg","X3->A|evm|fund:x3a","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-16-219Z/analysis.csv","7"
"atg_analysis","atg-bench-2026-04-09T04-42-38-091Z","atg-bench-2026-04-09T04-42-38-091Z","atg","B->A|evm|fund:ba_direct","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-38-091Z/analysis.csv","0"
"atg_analysis","atg-bench-2026-04-09T04-42-38-091Z","atg-bench-2026-04-09T04-42-38-091Z","atg","B->X1|evm|fund:bx1","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-38-091Z/analysis.csv","1"
"atg_analysis","atg-bench-2026-04-09T04-42-38-091Z","atg-bench-2026-04-09T04-42-38-091Z","atg","B->X2|evm|fund:bx2","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-38-091Z/analysis.csv","2"
"atg_analysis","atg-bench-2026-04-09T04-42-38-091Z","atg-bench-2026-04-09T04-42-38-091Z","atg","B->X3|evm|fund:bx3","","","","CTLCOnly","pair_summary","1","1","1","1","1","single-level","false","false","0","","","","","","","","","false","best_claim and worst_claim are expected to match; pair compiles to CTLCOnly","","/home/aothuatgiadp/blockchain/project/CTLC-Implementation/results/atg-bench-2026-04-09T04-42-38-091Z/analysis.csv","3"
